,product,date,region,sales
4116,pink morsel,2018-07-03,north,$1644.00
4117,pink morsel,2018-07-03,south,$1638.00
4118,pink morsel,2018-07-03,east,$1623.00
4119,pink morsel,2018-07-03,west,$1515.00
4144,pink morsel,2018-07-04,north,$1743.00
4145,pink morsel,2018-07-04,south,$1587.00
4146,pink morsel,2018-07-04,east,$1764.00
4147,pink morsel,2018-07-04,west,$1572.00
4172,pink morsel,2018-07-05,north,$1752.00
4173,pink morsel,2018-07-05,south,$1647.00
4174,pink morsel,2018-07-05,east,$1575.00
4175,pink morsel,2018-07-05,west,$1500.00
4200,pink morsel,2018-07-06,north,$1743.00
4201,pink morsel,2018-07-06,south,$1566.00
4202,pink morsel,2018-07-06,east,$1758.00
4203,pink morsel,2018-07-06,west,$1689.00
4228,pink morsel,2018-07-07,north,$1776.00
4229,pink morsel,2018-07-07,south,$1770.00
4230,pink morsel,2018-07-07,east,$1695.00
4231,pink morsel,2018-07-07,west,$1566.00
4256,pink morsel,2018-07-08,north,$1623.00
4257,pink morsel,2018-07-08,south,$1776.00
4258,pink morsel,2018-07-08,east,$1515.00
4259,pink morsel,2018-07-08,west,$1761.00
4284,pink morsel,2018-07-09,north,$1623.00
4285,pink morsel,2018-07-09,south,$1788.00
4286,pink morsel,2018-07-09,east,$1542.00
4287,pink morsel,2018-07-09,west,$1515.00
4312,pink morsel,2018-07-10,north,$1794.00
4313,pink morsel,2018-07-10,south,$1794.00
4314,pink morsel,2018-07-10,east,$1755.00
4315,pink morsel,2018-07-10,west,$1761.00
4340,pink morsel,2018-07-11,north,$1605.00
4341,pink morsel,2018-07-11,south,$1569.00
4342,pink morsel,2018-07-11,east,$1638.00
4343,pink morsel,2018-07-11,west,$1677.00
4368,pink morsel,2018-07-12,north,$1593.00
4369,pink morsel,2018-07-12,south,$1500.00
4370,pink morsel,2018-07-12,east,$1539.00
4371,pink morsel,2018-07-12,west,$1719.00
4396,pink morsel,2018-07-13,north,$1749.00
4397,pink morsel,2018-07-13,south,$1596.00
4398,pink morsel,2018-07-13,east,$1680.00
4399,pink morsel,2018-07-13,west,$1509.00
4424,pink morsel,2018-07-14,north,$1500.00
4425,pink morsel,2018-07-14,south,$1653.00
4426,pink morsel,2018-07-14,east,$1620.00
4427,pink morsel,2018-07-14,west,$1575.00
4452,pink morsel,2018-07-15,north,$1737.00
4453,pink morsel,2018-07-15,south,$1713.00
4454,pink morsel,2018-07-15,east,$1698.00
4455,pink morsel,2018-07-15,west,$1539.00
4480,pink morsel,2018-07-16,north,$1773.00
4481,pink morsel,2018-07-16,south,$1707.00
4482,pink morsel,2018-07-16,east,$1554.00
4483,pink morsel,2018-07-16,west,$1515.00
4508,pink morsel,2018-07-17,north,$1551.00
4509,pink morsel,2018-07-17,south,$1566.00
4510,pink morsel,2018-07-17,east,$1788.00
4511,pink morsel,2018-07-17,west,$1614.00
4536,pink morsel,2018-07-18,north,$1704.00
4537,pink morsel,2018-07-18,south,$1656.00
4538,pink morsel,2018-07-18,east,$1530.00
4539,pink morsel,2018-07-18,west,$1659.00
4564,pink morsel,2018-07-19,north,$1620.00
4565,pink morsel,2018-07-19,south,$1725.00
4566,pink morsel,2018-07-19,east,$1704.00
4567,pink morsel,2018-07-19,west,$1527.00
4592,pink morsel,2018-07-20,north,$1731.00
4593,pink morsel,2018-07-20,south,$1761.00
4594,pink morsel,2018-07-20,east,$1644.00
4595,pink morsel,2018-07-20,west,$1653.00
4620,pink morsel,2018-07-21,north,$1725.00
4621,pink morsel,2018-07-21,south,$1698.00
4622,pink morsel,2018-07-21,east,$1662.00
4623,pink morsel,2018-07-21,west,$1656.00
4648,pink morsel,2018-07-22,north,$1608.00
4649,pink morsel,2018-07-22,south,$1773.00
4650,pink morsel,2018-07-22,east,$1659.00
4651,pink morsel,2018-07-22,west,$1647.00
4676,pink morsel,2018-07-23,north,$1638.00
4677,pink morsel,2018-07-23,south,$1623.00
4678,pink morsel,2018-07-23,east,$1719.00
4679,pink morsel,2018-07-23,west,$1629.00
4704,pink morsel,2018-07-24,north,$1701.00
4705,pink morsel,2018-07-24,south,$1725.00
4706,pink morsel,2018-07-24,east,$1752.00
4707,pink morsel,2018-07-24,west,$1557.00
4732,pink morsel,2018-07-25,north,$1500.00
4733,pink morsel,2018-07-25,south,$1707.00
4734,pink morsel,2018-07-25,east,$1533.00
4735,pink morsel,2018-07-25,west,$1737.00
4760,pink morsel,2018-07-26,north,$1605.00
4761,pink morsel,2018-07-26,south,$1767.00
4762,pink morsel,2018-07-26,east,$1551.00
4763,pink morsel,2018-07-26,west,$1521.00
4788,pink morsel,2018-07-27,north,$1659.00
4789,pink morsel,2018-07-27,south,$1611.00
4790,pink morsel,2018-07-27,east,$1695.00
4791,pink morsel,2018-07-27,west,$1632.00
4816,pink morsel,2018-07-28,north,$1515.00
4817,pink morsel,2018-07-28,south,$1584.00
4818,pink morsel,2018-07-28,east,$1596.00
4819,pink morsel,2018-07-28,west,$1743.00
4844,pink morsel,2018-07-29,north,$1791.00
4845,pink morsel,2018-07-29,south,$1599.00
4846,pink morsel,2018-07-29,east,$1749.00
4847,pink morsel,2018-07-29,west,$1755.00
4872,pink morsel,2018-07-30,north,$1755.00
4873,pink morsel,2018-07-30,south,$1662.00
4874,pink morsel,2018-07-30,east,$1509.00
4875,pink morsel,2018-07-30,west,$1776.00
4900,pink morsel,2018-07-31,north,$1695.00
4901,pink morsel,2018-07-31,south,$1707.00
4902,pink morsel,2018-07-31,east,$1548.00
4903,pink morsel,2018-07-31,west,$1578.00
4928,pink morsel,2018-08-01,north,$1563.00
4929,pink morsel,2018-08-01,south,$1674.00
4930,pink morsel,2018-08-01,east,$1554.00
4931,pink morsel,2018-08-01,west,$1665.00
4956,pink morsel,2018-08-02,north,$1527.00
4957,pink morsel,2018-08-02,south,$1617.00
4958,pink morsel,2018-08-02,east,$1548.00
4959,pink morsel,2018-08-02,west,$1671.00
4984,pink morsel,2018-08-03,north,$1668.00
4985,pink morsel,2018-08-03,south,$1671.00
4986,pink morsel,2018-08-03,east,$1719.00
4987,pink morsel,2018-08-03,west,$1668.00
5012,pink morsel,2018-08-04,north,$1536.00
5013,pink morsel,2018-08-04,south,$1734.00
5014,pink morsel,2018-08-04,east,$1743.00
5015,pink morsel,2018-08-04,west,$1776.00
5040,pink morsel,2018-08-05,north,$1650.00
5041,pink morsel,2018-08-05,south,$1599.00
5042,pink morsel,2018-08-05,east,$1614.00
5043,pink morsel,2018-08-05,west,$1773.00
5068,pink morsel,2018-08-06,north,$1611.00
5069,pink morsel,2018-08-06,south,$1605.00
5070,pink morsel,2018-08-06,east,$1554.00
5071,pink morsel,2018-08-06,west,$1788.00
5096,pink morsel,2018-08-07,north,$1566.00
5097,pink morsel,2018-08-07,south,$1560.00
5098,pink morsel,2018-08-07,east,$1551.00
5099,pink morsel,2018-08-07,west,$1626.00
5124,pink morsel,2018-08-08,north,$1665.00
5125,pink morsel,2018-08-08,south,$1539.00
5126,pink morsel,2018-08-08,east,$1506.00
5127,pink morsel,2018-08-08,west,$1617.00
5152,pink morsel,2018-08-09,north,$1797.00
5153,pink morsel,2018-08-09,south,$1794.00
5154,pink morsel,2018-08-09,east,$1620.00
5155,pink morsel,2018-08-09,west,$1683.00
5180,pink morsel,2018-08-10,north,$1620.00
5181,pink morsel,2018-08-10,south,$1554.00
5182,pink morsel,2018-08-10,east,$1701.00
5183,pink morsel,2018-08-10,west,$1785.00
5208,pink morsel,2018-08-11,north,$1689.00
5209,pink morsel,2018-08-11,south,$1650.00
5210,pink morsel,2018-08-11,east,$1533.00
5211,pink morsel,2018-08-11,west,$1587.00
5236,pink morsel,2018-08-12,north,$1509.00
5237,pink morsel,2018-08-12,south,$1743.00
5238,pink morsel,2018-08-12,east,$1719.00
5239,pink morsel,2018-08-12,west,$1743.00
5264,pink morsel,2018-08-13,north,$1701.00
5265,pink morsel,2018-08-13,south,$1629.00
5266,pink morsel,2018-08-13,east,$1638.00
5267,pink morsel,2018-08-13,west,$1611.00
5292,pink morsel,2018-08-14,north,$1623.00
5293,pink morsel,2018-08-14,south,$1635.00
5294,pink morsel,2018-08-14,east,$1716.00
5295,pink morsel,2018-08-14,west,$1707.00
5320,pink morsel,2018-08-15,north,$1602.00
5321,pink morsel,2018-08-15,south,$1542.00
5322,pink morsel,2018-08-15,east,$1800.00
5323,pink morsel,2018-08-15,west,$1734.00
5348,pink morsel,2018-08-16,north,$1788.00
5349,pink morsel,2018-08-16,south,$1614.00
5350,pink morsel,2018-08-16,east,$1743.00
5351,pink morsel,2018-08-16,west,$1770.00
5376,pink morsel,2018-08-17,north,$1776.00
5377,pink morsel,2018-08-17,south,$1713.00
5378,pink morsel,2018-08-17,east,$1623.00
5379,pink morsel,2018-08-17,west,$1752.00
5404,pink morsel,2018-08-18,north,$1527.00
5405,pink morsel,2018-08-18,south,$1776.00
5406,pink morsel,2018-08-18,east,$1689.00
5407,pink morsel,2018-08-18,west,$1713.00
5432,pink morsel,2018-08-19,north,$1509.00
5433,pink morsel,2018-08-19,south,$1575.00
5434,pink morsel,2018-08-19,east,$1701.00
5435,pink morsel,2018-08-19,west,$1575.00
5460,pink morsel,2018-08-20,north,$1581.00
5461,pink morsel,2018-08-20,south,$1779.00
5462,pink morsel,2018-08-20,east,$1662.00
5463,pink morsel,2018-08-20,west,$1506.00
5488,pink morsel,2018-08-21,north,$1794.00
5489,pink morsel,2018-08-21,south,$1659.00
5490,pink morsel,2018-08-21,east,$1644.00
5491,pink morsel,2018-08-21,west,$1707.00
5516,pink morsel,2018-08-22,north,$1704.00
5517,pink morsel,2018-08-22,south,$1500.00
5518,pink morsel,2018-08-22,east,$1539.00
5519,pink morsel,2018-08-22,west,$1800.00
5544,pink morsel,2018-08-23,north,$1557.00
5545,pink morsel,2018-08-23,south,$1554.00
5546,pink morsel,2018-08-23,east,$1788.00
5547,pink morsel,2018-08-23,west,$1563.00
5572,pink morsel,2018-08-24,north,$1548.00
5573,pink morsel,2018-08-24,south,$1560.00
5574,pink morsel,2018-08-24,east,$1734.00
5575,pink morsel,2018-08-24,west,$1644.00
5600,pink morsel,2018-08-25,north,$1629.00
5601,pink morsel,2018-08-25,south,$1677.00
5602,pink morsel,2018-08-25,east,$1764.00
5603,pink morsel,2018-08-25,west,$1515.00
5628,pink morsel,2018-08-26,north,$1542.00
5629,pink morsel,2018-08-26,south,$1545.00
5630,pink morsel,2018-08-26,east,$1668.00
5631,pink morsel,2018-08-26,west,$1584.00
5656,pink morsel,2018-08-27,north,$1605.00
5657,pink morsel,2018-08-27,south,$1740.00
5658,pink morsel,2018-08-27,east,$1602.00
5659,pink morsel,2018-08-27,west,$1509.00
5684,pink morsel,2018-08-28,north,$1566.00
5685,pink morsel,2018-08-28,south,$1680.00
5686,pink morsel,2018-08-28,east,$1656.00
5687,pink morsel,2018-08-28,west,$1722.00
5712,pink morsel,2018-08-29,north,$1662.00
5713,pink morsel,2018-08-29,south,$1794.00
5714,pink morsel,2018-08-29,east,$1734.00
5715,pink morsel,2018-08-29,west,$1647.00
5740,pink morsel,2018-08-30,north,$1635.00
5741,pink morsel,2018-08-30,south,$1743.00
5742,pink morsel,2018-08-30,east,$1665.00
5743,pink morsel,2018-08-30,west,$1770.00
5768,pink morsel,2018-08-31,north,$1749.00
5769,pink morsel,2018-08-31,south,$1695.00
5770,pink morsel,2018-08-31,east,$1644.00
5771,pink morsel,2018-08-31,west,$1602.00
5796,pink morsel,2018-09-01,north,$1560.00
5797,pink morsel,2018-09-01,south,$1500.00
5798,pink morsel,2018-09-01,east,$1719.00
5799,pink morsel,2018-09-01,west,$1557.00
5824,pink morsel,2018-09-02,north,$1527.00
5825,pink morsel,2018-09-02,south,$1653.00
5826,pink morsel,2018-09-02,east,$1506.00
5827,pink morsel,2018-09-02,west,$1575.00
5852,pink morsel,2018-09-03,north,$1749.00
5853,pink morsel,2018-09-03,south,$1770.00
5854,pink morsel,2018-09-03,east,$1674.00
5855,pink morsel,2018-09-03,west,$1650.00
5880,pink morsel,2018-09-04,north,$1794.00
5881,pink morsel,2018-09-04,south,$1509.00
5882,pink morsel,2018-09-04,east,$1785.00
5883,pink morsel,2018-09-04,west,$1539.00
5908,pink morsel,2018-09-05,north,$1731.00
5909,pink morsel,2018-09-05,south,$1617.00
5910,pink morsel,2018-09-05,east,$1656.00
5911,pink morsel,2018-09-05,west,$1599.00
5936,pink morsel,2018-09-06,north,$1713.00
5937,pink morsel,2018-09-06,south,$1506.00
5938,pink morsel,2018-09-06,east,$1758.00
5939,pink morsel,2018-09-06,west,$1650.00
5964,pink morsel,2018-09-07,north,$1791.00
5965,pink morsel,2018-09-07,south,$1623.00
5966,pink morsel,2018-09-07,east,$1776.00
5967,pink morsel,2018-09-07,west,$1653.00
5992,pink morsel,2018-09-08,north,$1659.00
5993,pink morsel,2018-09-08,south,$1755.00
5994,pink morsel,2018-09-08,east,$1533.00
5995,pink morsel,2018-09-08,west,$1557.00
6020,pink morsel,2018-09-09,north,$1527.00
6021,pink morsel,2018-09-09,south,$1614.00
6022,pink morsel,2018-09-09,east,$1638.00
6023,pink morsel,2018-09-09,west,$1704.00
6048,pink morsel,2018-09-10,north,$1650.00
6049,pink morsel,2018-09-10,south,$1656.00
6050,pink morsel,2018-09-10,east,$1782.00
6051,pink morsel,2018-09-10,west,$1527.00
6076,pink morsel,2018-09-11,north,$1578.00
6077,pink morsel,2018-09-11,south,$1767.00
6078,pink morsel,2018-09-11,east,$1749.00
6079,pink morsel,2018-09-11,west,$1524.00
6104,pink morsel,2018-09-12,north,$1719.00
6105,pink morsel,2018-09-12,south,$1695.00
6106,pink morsel,2018-09-12,east,$1740.00
6107,pink morsel,2018-09-12,west,$1533.00
6132,pink morsel,2018-09-13,north,$1653.00
6133,pink morsel,2018-09-13,south,$1560.00
6134,pink morsel,2018-09-13,east,$1677.00
6135,pink morsel,2018-09-13,west,$1539.00
6160,pink morsel,2018-09-14,north,$1713.00
6161,pink morsel,2018-09-14,south,$1554.00
6162,pink morsel,2018-09-14,east,$1743.00
6163,pink morsel,2018-09-14,west,$1701.00
6188,pink morsel,2018-09-15,north,$1587.00
6189,pink morsel,2018-09-15,south,$1512.00
6190,pink morsel,2018-09-15,east,$1698.00
6191,pink morsel,2018-09-15,west,$1746.00
6216,pink morsel,2018-09-16,north,$1554.00
6217,pink morsel,2018-09-16,south,$1554.00
6218,pink morsel,2018-09-16,east,$1782.00
6219,pink morsel,2018-09-16,west,$1782.00
6244,pink morsel,2018-09-17,north,$1764.00
6245,pink morsel,2018-09-17,south,$1620.00
6246,pink morsel,2018-09-17,east,$1545.00
6247,pink morsel,2018-09-17,west,$1722.00
6272,pink morsel,2018-09-18,north,$1503.00
6273,pink morsel,2018-09-18,south,$1530.00
6274,pink morsel,2018-09-18,east,$1737.00
6275,pink morsel,2018-09-18,west,$1692.00
6300,pink morsel,2018-09-19,north,$1542.00
6301,pink morsel,2018-09-19,south,$1758.00
6302,pink morsel,2018-09-19,east,$1779.00
6303,pink morsel,2018-09-19,west,$1593.00
6328,pink morsel,2018-09-20,north,$1686.00
6329,pink morsel,2018-09-20,south,$1749.00
6330,pink morsel,2018-09-20,east,$1662.00
6331,pink morsel,2018-09-20,west,$1569.00
6356,pink morsel,2018-09-21,north,$1590.00
6357,pink morsel,2018-09-21,south,$1665.00
6358,pink morsel,2018-09-21,east,$1716.00
6359,pink morsel,2018-09-21,west,$1704.00
6384,pink morsel,2018-09-22,north,$1632.00
6385,pink morsel,2018-09-22,south,$1581.00
6386,pink morsel,2018-09-22,east,$1758.00
6387,pink morsel,2018-09-22,west,$1641.00
6412,pink morsel,2018-09-23,north,$1731.00
6413,pink morsel,2018-09-23,south,$1677.00
6414,pink morsel,2018-09-23,east,$1728.00
6415,pink morsel,2018-09-23,west,$1755.00
6440,pink morsel,2018-09-24,north,$1611.00
6441,pink morsel,2018-09-24,south,$1593.00
6442,pink morsel,2018-09-24,east,$1797.00
6443,pink morsel,2018-09-24,west,$1560.00
6468,pink morsel,2018-09-25,north,$1530.00
6469,pink morsel,2018-09-25,south,$1770.00
6470,pink morsel,2018-09-25,east,$1611.00
6471,pink morsel,2018-09-25,west,$1701.00
6496,pink morsel,2018-09-26,north,$1617.00
6497,pink morsel,2018-09-26,south,$1515.00
6498,pink morsel,2018-09-26,east,$1713.00
6499,pink morsel,2018-09-26,west,$1500.00
6524,pink morsel,2018-09-27,north,$1632.00
6525,pink morsel,2018-09-27,south,$1713.00
6526,pink morsel,2018-09-27,east,$1743.00
6527,pink morsel,2018-09-27,west,$1587.00
6552,pink morsel,2018-09-28,north,$1749.00
6553,pink morsel,2018-09-28,south,$1533.00
6554,pink morsel,2018-09-28,east,$1653.00
6555,pink morsel,2018-09-28,west,$1512.00
6580,pink morsel,2018-09-29,north,$1518.00
6581,pink morsel,2018-09-29,south,$1623.00
6582,pink morsel,2018-09-29,east,$1701.00
6583,pink morsel,2018-09-29,west,$1596.00
6608,pink morsel,2018-09-30,north,$1746.00
6609,pink morsel,2018-09-30,south,$1536.00
6610,pink morsel,2018-09-30,east,$1659.00
6611,pink morsel,2018-09-30,west,$1524.00
6636,pink morsel,2018-10-01,north,$1782.00
6637,pink morsel,2018-10-01,south,$1632.00
6638,pink morsel,2018-10-01,east,$1755.00
6639,pink morsel,2018-10-01,west,$1650.00
6664,pink morsel,2018-10-02,north,$1680.00
6665,pink morsel,2018-10-02,south,$1701.00
6666,pink morsel,2018-10-02,east,$1800.00
6667,pink morsel,2018-10-02,west,$1740.00
6692,pink morsel,2018-10-03,north,$1563.00
6693,pink morsel,2018-10-03,south,$1788.00
6694,pink morsel,2018-10-03,east,$1536.00
6695,pink morsel,2018-10-03,west,$1764.00
6720,pink morsel,2018-10-04,north,$1512.00
6721,pink morsel,2018-10-04,south,$1560.00
6722,pink morsel,2018-10-04,east,$1626.00
6723,pink morsel,2018-10-04,west,$1797.00
6748,pink morsel,2018-10-05,north,$1779.00
6749,pink morsel,2018-10-05,south,$1683.00
6750,pink morsel,2018-10-05,east,$1713.00
6751,pink morsel,2018-10-05,west,$1794.00
6776,pink morsel,2018-10-06,north,$1584.00
6777,pink morsel,2018-10-06,south,$1647.00
6778,pink morsel,2018-10-06,east,$1596.00
6779,pink morsel,2018-10-06,west,$1515.00
6804,pink morsel,2018-10-07,north,$1533.00
6805,pink morsel,2018-10-07,south,$1608.00
6806,pink morsel,2018-10-07,east,$1794.00
6807,pink morsel,2018-10-07,west,$1578.00
6832,pink morsel,2018-10-08,north,$1701.00
6833,pink morsel,2018-10-08,south,$1617.00
6834,pink morsel,2018-10-08,east,$1779.00
6835,pink morsel,2018-10-08,west,$1785.00
6860,pink morsel,2018-10-09,north,$1680.00
6861,pink morsel,2018-10-09,south,$1590.00
6862,pink morsel,2018-10-09,east,$1551.00
6863,pink morsel,2018-10-09,west,$1587.00
6888,pink morsel,2018-10-10,north,$1749.00
6889,pink morsel,2018-10-10,south,$1701.00
6890,pink morsel,2018-10-10,east,$1599.00
6891,pink morsel,2018-10-10,west,$1506.00
6916,pink morsel,2018-10-11,north,$1596.00
6917,pink morsel,2018-10-11,south,$1800.00
6918,pink morsel,2018-10-11,east,$1749.00
6919,pink morsel,2018-10-11,west,$1674.00
6944,pink morsel,2018-10-12,north,$1782.00
6945,pink morsel,2018-10-12,south,$1647.00
6946,pink morsel,2018-10-12,east,$1542.00
6947,pink morsel,2018-10-12,west,$1656.00
6972,pink morsel,2018-10-13,north,$1581.00
6973,pink morsel,2018-10-13,south,$1713.00
6974,pink morsel,2018-10-13,east,$1722.00
6975,pink morsel,2018-10-13,west,$1686.00
7000,pink morsel,2018-10-14,north,$1728.00
7001,pink morsel,2018-10-14,south,$1755.00
7002,pink morsel,2018-10-14,east,$1503.00
7003,pink morsel,2018-10-14,west,$1602.00
7028,pink morsel,2018-10-15,north,$1605.00
7029,pink morsel,2018-10-15,south,$1719.00
7030,pink morsel,2018-10-15,east,$1548.00
7031,pink morsel,2018-10-15,west,$1626.00
7056,pink morsel,2018-10-16,north,$1551.00
7057,pink morsel,2018-10-16,south,$1662.00
7058,pink morsel,2018-10-16,east,$1650.00
7059,pink morsel,2018-10-16,west,$1788.00
7084,pink morsel,2018-10-17,north,$1536.00
7085,pink morsel,2018-10-17,south,$1551.00
7086,pink morsel,2018-10-17,east,$1656.00
7087,pink morsel,2018-10-17,west,$1644.00
7112,pink morsel,2018-10-18,north,$1692.00
7113,pink morsel,2018-10-18,south,$1518.00
7114,pink morsel,2018-10-18,east,$1509.00
7115,pink morsel,2018-10-18,west,$1674.00
7140,pink morsel,2018-10-19,north,$1521.00
7141,pink morsel,2018-10-19,south,$1632.00
7142,pink morsel,2018-10-19,east,$1794.00
7143,pink morsel,2018-10-19,west,$1689.00
7168,pink morsel,2018-10-20,north,$1692.00
7169,pink morsel,2018-10-20,south,$1662.00
7170,pink morsel,2018-10-20,east,$1776.00
7171,pink morsel,2018-10-20,west,$1710.00
7196,pink morsel,2018-10-21,north,$1569.00
7197,pink morsel,2018-10-21,south,$1704.00
7198,pink morsel,2018-10-21,east,$1767.00
7199,pink morsel,2018-10-21,west,$1767.00
7224,pink morsel,2018-10-22,north,$1542.00
7225,pink morsel,2018-10-22,south,$1707.00
7226,pink morsel,2018-10-22,east,$1578.00
7227,pink morsel,2018-10-22,west,$1521.00
7252,pink morsel,2018-10-23,north,$1764.00
7253,pink morsel,2018-10-23,south,$1683.00
7254,pink morsel,2018-10-23,east,$1602.00
7255,pink morsel,2018-10-23,west,$1755.00
7280,pink morsel,2018-10-24,north,$1650.00
7281,pink morsel,2018-10-24,south,$1629.00
7282,pink morsel,2018-10-24,east,$1692.00
7283,pink morsel,2018-10-24,west,$1542.00
7308,pink morsel,2018-10-25,north,$1629.00
7309,pink morsel,2018-10-25,south,$1587.00
7310,pink morsel,2018-10-25,east,$1635.00
7311,pink morsel,2018-10-25,west,$1653.00
7336,pink morsel,2018-10-26,north,$1596.00
7337,pink morsel,2018-10-26,south,$1524.00
7338,pink morsel,2018-10-26,east,$1545.00
7339,pink morsel,2018-10-26,west,$1707.00
7364,pink morsel,2018-10-27,north,$1509.00
7365,pink morsel,2018-10-27,south,$1509.00
7366,pink morsel,2018-10-27,east,$1686.00
7367,pink morsel,2018-10-27,west,$1785.00
7392,pink morsel,2018-10-28,north,$1635.00
7393,pink morsel,2018-10-28,south,$1752.00
7394,pink morsel,2018-10-28,east,$1785.00
7395,pink morsel,2018-10-28,west,$1755.00
7420,pink morsel,2018-10-29,north,$1707.00
7421,pink morsel,2018-10-29,south,$1701.00
7422,pink morsel,2018-10-29,east,$1599.00
